"","TimeofDay","AirTemp","Humidity","Dewpoint","BarPres","WindSpeed","SolarRad"
"10174",2330,9.25,76.1,5.27,102.35,0.447,4.17
"10175",2345,9.24,80.5,6.06,102.35,0.447,4.17
"10176",2400,9,78.9,5.54,102.34,0.447,4.17
"10177",15,8.55,77.2,4.79,102.33,0.447,4.17
"10178",30,8.71,71.9,3.93,102.32,0.554,4.17
"10179",45,9.4,76.2,5.43,102.33,0.846,4.17
"10180",100,9.18,76.6,5.28,102.34,0.925,4.17
"10181",115,9.03,77.1,5.24,102.35,0.447,4.17
"10182",130,8.29,80.6,5.15,102.34,0.451,4.17
"10183",145,8.28,81.4,5.28,102.34,0.541,4.17
"10184",200,8.3,79.9,5.06,102.34,0.506,4.17
"10185",215,8.56,82.8,5.83,102.34,0.524,4.17
"10186",230,8.38,78.8,4.92,102.34,0.786,4.17
"10187",245,8.3,80.1,5.09,102.36,0.516,4.17
"10188",300,7.94,82.5,5.15,102.37,0.684,4.17
"10189",315,7.86,81.4,4.87,102.38,0.688,4.17
"10190",330,7.81,78.4,4.3,102.39,0.843,4.17
"10191",345,7.85,78.5,4.35,102.4,0.639,4.17
"10192",400,7.46,82.7,4.71,102.41,0.465,4.17
"10193",415,7.47,83.1,4.81,102.42,0.773,4.17
"10194",430,7.57,79,4.16,102.42,0.682,4.17
"10195",445,7.58,77.9,3.99,102.43,0.466,4.17
"10196",500,7.76,80.1,4.56,102.44,0.487,4.17
"10197",515,7.67,78.2,4.13,102.47,0.651,4.17
"10198",530,7.63,78.2,4.09,102.48,0.777,4.17
"10199",545,7.05,78.9,3.63,102.5,0.928,4.17
"10200",600,7.12,78,3.54,102.52,0.736,4.44
"10201",615,6.8,79.1,3.43,102.54,0.821,10.21
"10202",630,7.18,76.5,3.34,102.56,0.945,28.83
"10203",645,7.59,75.7,3.6,102.58,0.813,69.72
"10204",700,8.34,76.5,4.45,102.6,0.928,117.5
"10205",715,9.44,76.5,5.54,102.62,1.032,169.1
"10206",730,11.1,66.17,5.02,102.64,0.941,224
"10207",745,12.57,56.48,4.14,102.65,1.32,278.2
"10208",800,13.3,50.26,3.18,102.66,1.549,333.3
"10209",815,14.23,49.86,3.93,102.67,1.458,387.8
"10210",830,15.42,48.62,4.66,102.67,1.2,441.2
"10211",845,16.85,47.7,5.72,102.68,1.103,493.9
"10212",900,18.18,44.98,6.06,102.68,1.407,544.1
"10213",915,19.12,39.97,5.2,102.69,1.446,591.9
"10214",930,19.84,36.31,4.47,102.7,1.632,638.3
"10215",945,20.2,33.31,3.56,102.71,1.838,681.5
"10216",1000,20.72,30.39,2.73,102.72,2.119,723
"10217",1015,20.97,28.78,2.17,102.72,1.843,760
"10218",1030,21.42,28.41,2.38,102.72,1.777,793
"10219",1045,21.73,27.06,1.97,102.72,1.842,824
"10220",1100,21.83,28.16,2.62,102.72,2.359,849
"10221",1115,21.84,28.4,2.73,102.71,2.104,876
"10222",1130,22.1,28.14,2.82,102.7,2.243,896
"10223",1145,22.35,25.49,1.65,102.7,2.454,915
"10224",1200,22.45,27.39,2.75,102.69,2.343,925
"10225",1215,22.77,27.11,2.88,102.66,2.329,933
"10226",1230,22.77,26.54,2.58,102.65,3.571,938
"10227",1245,22.96,26.33,2.63,102.63,2.811,937
"10228",1300,23.07,25.1,2.05,102.61,2.099,937
"10229",1315,23.47,24.55,2.07,102.6,2.923,931
"10230",1330,23.71,23.86,1.87,102.58,3.075,921
"10231",1345,23.95,22.86,1.49,102.56,2.415,849
"10232",1400,24.15,22.74,1.59,102.55,3.038,890
"10233",1415,24.25,22.62,1.59,102.53,2.76,868
"10234",1430,24.15,23.65,2.13,102.51,3.133,855
"10235",1445,24.21,23.12,1.85,102.49,2.859,817
"10236",1500,24.56,22.53,1.79,102.47,2.072,781
"10237",1515,24.73,24.39,3.05,102.45,2.8,736
"10238",1530,24.65,23.32,2.35,102.44,2.911,699.7
"10239",1545,24.76,22.76,2.09,102.43,2.593,653.3
"10240",1600,24.79,22.38,1.89,102.42,3.011,611.6
"10241",1615,24.91,21.41,1.36,102.41,3.046,564.6
"10242",1630,24.93,22.3,1.95,102.41,2.635,514.9
"10243",1645,24.83,22.14,1.77,102.41,3.399,465.5
"10244",1700,24.98,21.86,1.71,102.4,2.675,411.4
"10245",1715,24.87,20.76,0.9,102.4,2.851,358.4
"10246",1730,24.93,21.76,1.61,102.4,2.179,304.7
"10247",1745,24.78,21.85,1.55,102.41,2.213,250.7
"10248",1800,24.64,20.98,0.86,102.42,2.338,200
"10249",1815,24.36,21.04,0.67,102.42,2.241,149.8
"10250",1830,23.91,21.28,0.47,102.42,1.973,100.2
"10251",1845,23.51,23.19,1.32,102.43,1.093,53.01
"10252",1900,22.55,25.86,2.01,102.43,0.643,23.32
"10253",1915,21.31,27.82,1.99,102.44,0.738,9.21
"10254",1930,20.48,29.42,2.05,102.45,0.67,4.38
"10255",1945,20.14,30.1,2.09,102.45,0.64,4.16
"10256",2000,19.23,33.61,2.84,102.47,0.881,4.16
"10257",2015,19.07,33.65,2.71,102.49,1.442,4.17
"10258",2030,18.86,34.44,2.86,102.5,1.626,4.14
"10259",2045,18.88,33.91,2.65,102.53,1.32,4.16
"10260",2100,18.63,34.84,2.82,102.56,0.818,4.17
"10261",2115,18.53,34.64,2.65,102.57,1.13,4.17
"10262",2130,18.47,34.53,2.54,102.58,0.887,4.16
"10263",2145,18.06,35.96,2.77,102.59,0.967,4.17
"10264",2200,17.72,36.18,2.54,102.59,0.708,4.17
"10265",2215,17.74,35.67,2.37,102.6,0.719,4.16
"10266",2230,17.6,36.08,2.4,102.59,0.996,4.16
"10267",2245,17.62,35.38,2.15,102.59,1.127,4.17
"10268",2300,17.92,34.36,1.99,102.59,0.993,4.17
"10269",2315,17.91,34.42,2.01,102.59,1.328,4.17
"10270",2330,17.72,34.59,1.91,102.59,0.935,4.17
"10271",2345,17.48,35.15,1.93,102.59,1.356,4.17
"10272",2400,17.35,35.48,1.93,102.59,1.183,4.17
"10273",15,17.35,35.12,1.81,102.6,1.371,4.17
"10274",30,16.96,36.52,1.99,102.6,1.356,4.17
"10275",45,16.87,37,2.09,102.6,1.496,4.17
"10276",100,16.6,37.55,2.07,102.59,1.628,4.17
"10277",115,16.7,37.25,2.05,102.59,1.451,4.17
"10278",130,16.55,37.75,2.11,102.59,1.359,4.17
"10279",145,16.57,37.49,2.01,102.58,1.311,4.17
"10280",200,16.18,39.06,2.25,102.58,1.298,4.17
"10281",215,15.58,42.21,2.79,102.58,1.747,4.17
"10282",230,15.16,44.6,3.2,102.58,1.976,4.17
"10283",245,15.01,46.76,3.72,102.58,2.66,4.17
"10284",300,14.66,49.87,4.32,102.58,2.241,4.17
"10285",315,14.22,52.49,4.66,102.59,2.369,4.17
"10286",330,13.81,54.88,4.91,102.6,2.023,4.17
"10287",345,13.7,56.49,5.22,102.6,2.475,4.17
"10288",400,13.52,58.08,5.44,102.61,2.579,4.17
"10289",415,13.25,59.22,5.48,102.62,2.595,4.17
"10290",430,12.86,61.23,5.59,102.64,2.003,4.17
"10291",445,12.72,62.09,5.65,102.65,2.312,4.17
"10292",500,12.38,63.92,5.75,102.68,1.525,4.17
"10293",515,12.31,64.57,5.84,102.7,1.898,4.17
"10294",530,12.11,66.07,5.97,102.71,2.093,4.17
"10295",545,11.72,68.09,6.04,102.74,1.633,4.17
"10296",600,11.68,68.5,6.09,102.75,1.761,4.52
"10297",615,11.56,69.4,6.17,102.78,1.723,10.01
"10298",630,11.63,69.39,6.23,102.8,1.739,26.15
"10299",645,11.5,71,6.44,102.83,1.794,62.16
"10300",700,12.05,69.77,6.71,102.85,1.855,113.9
"10301",715,12.78,67.99,7.03,102.88,1.816,162.4
"10302",730,13.49,66.03,7.29,102.91,2.103,214.3
"10303",745,14.17,64.2,7.52,102.93,2.504,267.6
"10304",800,14.87,62.6,7.81,102.95,2.619,322.1
"10305",815,15.67,60.92,8.17,102.96,2.587,376
"10306",830,16.48,56.79,7.9,102.97,2.926,427.5
"10307",845,17.46,52.87,7.76,102.99,2.859,479
"10308",900,18.18,48.9,7.28,102.99,3.045,529.4
"10309",915,19.06,46.35,7.29,103,2.906,577.9
"10310",930,19.84,43.26,7,103.01,3.082,624.6
"10311",945,20.61,40.7,6.8,103.02,3.226,667
"10312",1000,20.81,39.21,6.44,103.02,3.683,707
"10313",1015,21.18,37.46,6.12,103.03,3.901,744
"10314",1030,21.6,36.12,5.97,103.04,4.066,778
"10315",1045,21.88,36.25,6.26,103.04,3.423,810
"10316",1100,22.06,35.94,6.29,103.04,3.751,837
"10317",1115,22.72,34.53,6.29,103.03,2.852,860
"10318",1130,22.82,34.68,6.45,103.02,3.369,879
"10319",1145,23.27,33.76,6.45,103.02,3.035,896
"10320",1200,23.27,33.23,6.21,103.01,3.363,902
"10321",1215,23.36,33.34,6.35,102.99,3.257,906
"10322",1230,23.64,32.65,6.29,102.98,3.144,896
"10323",1245,23.79,30.58,5.48,102.97,3.214,922
"10324",1300,24.14,30.63,5.79,102.96,3.505,923
"10325",1315,24.42,31.09,6.26,102.93,2.426,917
"10326",1330,24.59,30.5,6.12,102.92,2.595,899
"10327",1345,25.04,30.38,6.45,102.9,3.215,886
"10328",1400,24.9,29.7,6.01,102.89,3.178,867
"10329",1415,25.01,28.6,5.56,102.87,3.132,852
"10330",1430,25.62,27.51,5.52,102.85,3.153,826
"10331",1445,25.57,27.95,5.72,102.84,2.852,796
"10332",1500,25.77,25.95,4.82,102.83,3.596,767
"10333",1515,25.54,26.71,5.02,102.82,3.176,727
"10334",1530,25.51,26.09,4.67,102.81,3.675,687
"10335",1545,25.79,26.26,5.01,102.79,3.407,648.4
"10336",1600,25.76,26.2,4.94,102.78,3.257,599.9
"10337",1615,25.79,25.86,4.77,102.78,3.019,557
"10338",1630,25.82,26.27,5.02,102.77,3.135,504.3
"10339",1645,25.67,27.15,5.38,102.76,3.056,451.6
"10340",1700,25.51,27.57,5.46,102.77,3.115,399.1
"10341",1715,25.34,28.09,5.59,102.77,2.74,346.3
"10342",1730,25.28,28.06,5.52,102.76,3.415,292.9
"10343",1745,25.13,28.17,5.44,102.76,3.063,240.9
"10344",1800,24.89,28.37,5.35,102.76,2.841,190.4
"10345",1815,24.7,29.11,5.56,102.77,2.432,142.8
"10346",1830,24.39,29.75,5.59,102.78,2.223,97.1
"10347",1845,24,30.57,5.65,102.79,1.987,54.43
"10348",1900,23.44,31.77,5.72,102.8,1.523,24.63
"10349",1915,22.91,32.07,5.4,102.8,1.436,9.6
"10350",1930,22.3,32.71,5.14,102.8,1.365,4.43
"10351",1945,21.6,34.42,5.27,102.82,1.289,4.1
"10352",2000,21.1,35.27,5.17,102.83,1.031,4.08
"10353",2015,20.69,35.79,5.02,102.84,1.09,4.07
"10354",2030,20.49,35.8,4.84,102.86,0.92,4.09
"10355",2045,20.2,36.63,4.91,102.87,0.528,4.1
"10356",2100,19.68,38.53,5.19,102.89,0.657,4.1
"10357",2115,19.85,37.95,5.12,102.9,0.884,4.1
"10358",2130,19.37,41.12,5.83,102.91,0.67,4.1
"10359",2145,18.5,43.98,6.03,102.92,0.662,4.12
"10360",2200,17.84,51.12,7.62,102.92,0.481,4.13
"10361",2215,17.88,46.69,6.32,102.93,0.72,4.12
"10362",2230,17.64,48.67,6.71,102.93,0.515,4.09
"10363",2245,17.07,55.02,7.98,102.92,0.465,4.11
"10364",2300,16.58,55.24,7.58,102.92,0.566,4.13
"10365",2315,16.98,51.97,7.05,102.91,0.961,4.16
"10366",2330,17.29,50.79,7.02,102.92,0.835,4.16
"10367",2345,16.51,54.32,7.26,102.92,0.664,4.15
"10368",2400,16.51,53.5,7.06,102.91,0.854,4.16
"10369",15,17.08,50.16,6.63,102.91,1.373,4.15
"10370",30,17.13,50.85,6.89,102.91,1.516,4.17
"10371",45,16.01,59.02,8.01,102.91,0.699,4.17
"10372",100,15.48,57.8,7.22,102.9,0.923,4.16
"10373",115,16.17,54.45,6.99,102.9,1.011,4.16
"10374",130,15.83,55.34,6.91,102.89,1.115,4.16
"10375",145,16.23,53.8,6.87,102.89,1.573,4.16
"10376",200,15.96,55.08,6.96,102.88,1.325,4.16
"10377",215,15.99,54.92,6.94,102.87,1.291,4.16
"10378",230,15.67,56.27,7,102.86,0.971,4.17
"10379",245,15.51,57.55,7.18,102.86,1.379,4.17
"10380",300,14.63,61.79,7.39,102.85,1.309,4.17
"10381",315,14.34,62.28,7.23,102.84,1.167,4.17
"10382",330,14.54,61.01,7.12,102.84,1.891,4.17
"10383",345,14.42,62.29,7.31,102.84,1.756,4.17
"10384",400,14.28,62.85,7.31,102.84,2.091,4.17
"10385",415,14.1,63.51,7.29,102.85,2.342,4.17
"10386",430,13.73,64.95,7.28,102.86,2.302,4.17
"10387",445,13.33,66.78,7.31,102.88,1.857,4.17
"10388",500,12.88,68.93,7.32,102.89,1.975,4.17
"10389",515,12.49,71,7.38,102.89,1.516,4.17
"10390",530,12.24,72.1,7.36,102.91,1.531,4.17
"10391",545,12.19,72.1,7.33,102.93,1.267,4.17
"10392",600,12.06,72.5,7.28,102.96,1.257,4.73
"10393",615,12.13,71.9,7.22,102.97,1.366,11.09
"10394",630,11.97,72.7,7.23,103,1.421,30.06
"10395",645,12.66,70.2,7.39,103.01,1.607,72.6
"10396",700,13.12,70.6,7.91,103.02,1.186,121.3
"10397",715,13.95,67.92,8.13,103.04,1.305,170.4
"10398",730,14.81,63.83,8.05,103.05,1.803,222.1
"10399",745,15.54,60.97,8.06,103.05,1.879,275.8
"10400",800,16.31,59.28,8.37,103.06,2.009,330.9
"10401",815,17.17,57.62,8.76,103.06,1.922,386.9
"10402",830,18.1,53.7,8.57,103.08,2.641,443.3
"10403",845,19,49.52,8.22,103.09,2.716,496.3
"10404",900,19.89,46.66,8.14,103.1,2.587,542.2
"10405",915,20.9,41.98,7.52,103.12,2.371,591.4
"10406",930,21.18,38.09,6.35,103.13,2.6,638.1
"10407",945,21.37,39.26,6.97,103.14,2.52,682.3
"10408",1000,22.24,39.13,7.69,103.15,2.771,701
"10409",1015,22.64,39.62,8.24,103.15,2.227,737
"10410",1030,22.89,39.93,8.57,103.15,2.829,787
"10411",1045,23.36,38.79,8.56,103.15,2.663,800
"10412",1100,23.68,37.87,8.49,103.15,2.563,833
"10413",1115,24.25,37.1,8.69,103.15,2.666,865
"10414",1130,24.25,35.15,7.9,103.16,2.719,888
"10415",1145,24.76,34.51,8.07,103.15,2.753,900
"10416",1200,24.92,33,7.56,103.14,2.643,911
"10417",1215,25.09,32.12,7.32,103.13,3.139,922
"10418",1230,25.22,31.2,7,103.11,2.668,925
"10419",1245,25.54,30.73,7.06,103.1,2.431,927
"10420",1300,25.85,30.07,7.02,103.08,2.679,925
"10421",1315,25.81,30.98,7.42,103.06,1.599,918
"10422",1330,26.3,29.8,7.26,103.03,2.234,912
"10423",1345,26.09,28.9,6.63,103,2.944,901
"10424",1400,26.24,29.18,6.9,102.99,2.477,878
"10425",1415,26.37,29.52,7.19,102.96,2.241,854
"10426",1430,26.93,27.88,6.84,102.94,2.386,832
"10427",1445,27.1,26.45,6.21,102.92,2.85,805
"10428",1500,26.94,27.02,6.39,102.9,2.192,754
"10429",1515,27.26,25.7,5.93,102.88,2.423,739
"10430",1530,27.29,26.13,6.21,102.85,2.658,693.6
"10431",1545,26.9,27.05,6.38,102.84,2.81,651.6
"10432",1600,27.28,26.64,6.48,102.82,1.994,607.1
"10433",1615,27.27,26.16,6.21,102.81,2.315,562.7
"10434",1630,27.26,25.9,6.06,102.8,2.434,515.1
"10435",1645,27.29,26.47,6.39,102.79,1.967,461.1
"10436",1700,27.44,26.69,6.63,102.79,2.327,409.3
"10437",1715,27.23,26.06,6.1,102.79,3.027,356.2
"10438",1730,27.27,26.01,6.12,102.79,1.971,303.7
"10439",1745,27.14,27.41,6.77,102.78,2.244,247.1
"10440",1800,26.73,27.56,6.5,102.77,2.23,193.3
"10441",1815,26.51,28.11,6.6,102.78,1.916,145
"10442",1830,26.2,29.43,6.99,102.78,1.877,100.2
"10443",1845,25.75,30.89,7.32,102.78,1.764,55.39
"10444",1900,24.99,32.78,7.52,102.78,1.514,25.91
"10445",1915,24.19,35.17,7.85,102.78,1.267,8.74
"10446",1930,23.28,38.09,8.22,102.78,0.976,4.16
"10447",1945,22.57,41.08,8.69,102.79,0.658,4.1
"10448",2000,21.51,44.71,8.99,102.78,0.465,4.11
"10449",2015,21.38,44.24,8.73,102.79,0.787,4.09
"10450",2030,21.5,43.21,8.48,102.79,0.79,4.09
"10451",2045,20.82,46.41,8.91,102.81,0.595,4.06
"10452",2100,19.87,49.34,8.97,102.82,0.814,4.05
"10453",2115,19.92,49.22,8.98,102.83,0.741,3.99
"10454",2130,19.76,50.08,9.08,102.84,0.715,4.04
"10455",2145,19.65,50.78,9.18,102.86,0.781,4.05
"10456",2200,19.46,51.44,9.21,102.87,0.88,4.02
"10457",2215,19.43,51.38,9.16,102.88,0.987,4.07
"10458",2230,19.38,51.71,9.21,102.89,0.74,4.09
"10459",2245,19.4,51.96,9.3,102.91,1.163,4.07
"10460",2300,19.03,52.79,9.2,102.91,0.54,4.08
"10461",2315,18.63,53.43,8.99,102.91,0.46,4.09
"10462",2330,18.67,52.99,8.91,102.91,0.577,4.08
"10463",2345,18.64,53.24,8.95,102.91,0.537,4.09
"10464",2400,18.73,52.16,8.73,102.91,0.838,4.1
"10465",15,18.39,53.31,8.74,102.9,0.806,4.11
"10466",30,18.49,51.46,8.32,102.91,0.999,4.09
"10467",45,18.02,53.31,8.4,102.9,0.745,4.1
"10468",100,17.44,57.25,8.9,102.88,0.584,4.09
"10469",115,16.98,57.8,8.61,102.88,0.983,4.1
"10470",130,17.48,55.33,8.44,102.85,1.147,4.12
"10471",145,17.51,55.26,8.45,102.83,1.097,4.13
"10472",200,17.59,55.1,8.48,102.8,1.096,4.12
"10473",215,17.59,55.27,8.53,102.77,0.987,4.14
"10474",230,17.65,55.18,8.57,102.76,1.287,4.13
"10475",245,17.32,57,8.73,102.76,1.139,4.13
"10476",300,17.1,57.78,8.73,102.75,1.215,4.15
"10477",315,16.65,60.92,9.08,102.74,0.702,4.15
"10478",330,16.15,62.22,8.94,102.73,0.839,4.14
"10479",345,16.14,62.3,8.94,102.74,1.265,4.13
"10480",400,15.69,65.17,9.17,102.75,1.285,4.14
"10481",415,15.23,66.83,9.12,102.76,1.931,4.15
"10482",430,14.55,70,9.17,102.76,1.529,4.14
"10483",445,14.22,71.4,9.13,102.76,1.513,4.15
"10484",500,13.85,73,9.11,102.75,1.592,4.15
"10485",515,13.58,74.5,9.15,102.76,0.729,4.15
"10486",530,12.94,78.6,9.32,102.77,0.598,4.16
"10487",545,13.75,73.8,9.18,102.78,1.505,4.16
"10488",600,13.5,75,9.17,102.8,1.23,4.67
"10489",615,13.53,75,9.2,102.82,0.894,8.54
"10490",630,13.27,76.7,9.29,102.84,1.043,16.21
"10491",645,13.15,78.3,9.46,102.87,0.947,55.82
"10492",700,14.04,75.8,9.85,102.9,0.989,124
"10493",715,14.93,74.9,10.54,102.91,0.92,175.6
"10494",730,16.08,70,10.63,102.93,1.595,233.1
"10495",745,16.79,68.18,10.91,102.95,1.876,293.4
"10496",800,17.76,64.45,10.99,102.97,2.01,366.3
"10497",815,18.61,58.63,10.36,102.98,2.475,365.6
"10498",830,19.12,56.18,10.2,102.98,2.176,372.5
"10499",845,19.93,53.04,10.09,102.99,2.483,484.3
"10500",900,20.8,49.13,9.75,102.99,2.691,545.9
"10501",915,21.13,45.51,8.91,102.98,2.678,598.2
"10502",930,21.58,43.21,8.56,102.98,2.844,643.3
"10503",945,22.04,42.92,8.87,102.98,2.951,673.6
"10504",1000,22.54,42.8,9.27,102.98,2.722,713
"10505",1015,22.87,41.08,8.98,102.98,2.622,744
"10506",1030,23.38,40.26,9.13,103,2.615,791
"10507",1045,23.76,39.04,9.02,102.99,2.504,822
"10508",1100,24.25,38.08,9.08,102.97,3.023,836
"10509",1115,24.17,36.87,8.53,102.95,3.004,862
"10510",1130,24.48,36.46,8.64,102.94,3.371,897
"10511",1145,24.82,35.16,8.41,102.92,3.814,910
"10512",1200,24.87,34.75,8.28,102.9,2.807,788
"10513",1215,25.06,34.64,8.39,102.88,3.075,868
"10514",1230,25.6,33.81,8.52,102.86,3.127,928
"10515",1245,25.67,31.78,7.67,102.85,3.804,955
"10516",1300,26.1,30.89,7.62,102.82,3.423,933
"10517",1315,26.05,31.7,7.95,102.79,3.238,926
"10518",1330,26.36,29.93,7.39,102.78,3.514,913
"10519",1345,26.41,28.73,6.83,102.74,3.157,894
"10520",1400,26.67,27.38,6.36,102.71,3.01,863
"10521",1415,26.67,27.77,6.56,102.68,3.439,786
"10522",1430,27.06,26.6,6.26,102.65,3.212,844
"10523",1445,27.04,27.64,6.81,102.63,2.21,793
"10524",1500,27.31,26.93,6.66,102.61,3.204,772
"10525",1515,27.32,25.14,5.67,102.57,3.287,734
"10526",1530,27.43,24.8,5.56,102.54,2.746,672.3
"10527",1545,27.67,25.09,5.93,102.52,2.754,652.7
"10528",1600,27.6,25.41,6.06,102.5,3.183,617.9
"10529",1615,27.52,25.47,6.03,102.49,2.827,537.4
"10530",1630,27.63,24.98,5.84,102.48,2.961,506
"10531",1645,27.37,24.3,5.22,102.47,2.996,394.5
"10532",1700,26.91,25.53,5.54,102.45,2.995,356.5
"10533",1715,27.05,25.67,5.75,102.44,2.369,314.9
"10534",1730,26.81,26.83,6.18,102.43,3.119,302
"10535",1745,26.71,27.14,6.26,102.43,2.716,249.2
"10536",1800,26.61,27.25,6.24,102.42,2.747,236.8
"10537",1815,26.44,27.33,6.12,102.41,2.437,158.5
"10538",1830,25.63,29.12,6.35,102.41,1.932,55.61
"10539",1845,24.53,31.82,6.69,102.4,1.603,31.3
"10540",1900,23.96,33.03,6.74,102.4,1.434,22.3
"10541",1915,23.51,35.39,7.33,102.39,0.981,8.69
"10542",1930,21.51,42.18,8.14,102.36,1.036,4.1
"10543",1945,22.02,39.45,7.6,102.37,1.375,4
"10544",2000,21.93,39.78,7.66,102.37,1.18,4.03
"10545",2015,21.66,41.05,7.87,102.38,1.528,4.01
"10546",2030,20.51,45.45,8.35,102.38,1.092,4.06
"10547",2045,20.81,44.66,8.36,102.39,1.56,4.07
"10548",2100,20.13,49.89,9.35,102.41,0.71,4.06
"10549",2115,18.91,54.54,9.56,102.41,0.448,4.1
"10550",2130,18.14,58.21,9.81,102.41,0.692,4.11
"10551",2145,18.4,55.63,9.39,102.42,1.108,4.13
"10552",2200,18.2,56.57,9.44,102.43,1.148,4.15
"10553",2215,18.31,55.78,9.34,102.43,1.716,4.14
"10554",2230,18.3,56.16,9.43,102.42,1.221,4.14
"10555",2245,17.8,58.06,9.46,102.41,1.336,4.14
"10556",2300,17.76,58.7,9.59,102.39,1.142,4.15
"10557",2315,17.77,57.9,9.39,102.39,1.175,4.16
"10558",2330,17.82,58.76,9.65,102.37,1.188,4.16
"10559",2345,17.46,59.76,9.58,102.36,0.861,4.17
"10560",2400,17.8,57.58,9.34,102.35,1.404,4.17
"10561",15,17.84,58.43,9.59,102.34,1.371,4.17
"10562",30,17.16,62.23,9.89,102.33,0.941,4.17
"10563",45,16.59,64.53,9.9,102.31,0.95,4.17
"10564",100,16.27,66.56,10.06,102.29,0.485,4.17
"10565",115,16.29,65.47,9.82,102.27,0.673,4.16
"10566",130,16.11,66.49,9.89,102.25,0.554,4.16
"10567",145,16.5,63.32,9.51,102.24,1.031,4.16
"10568",200,16.96,60.46,9.27,102.22,1.367,4.17
"10569",215,16.86,60.63,9.22,102.21,1.3,4.17
"10570",230,16.96,59.87,9.12,102.2,1.211,4.17
"10571",245,17.23,58.37,9,102.19,1.47,4.17
"10572",300,16.71,62.75,9.58,102.18,0.836,4.17
"10573",315,15.66,67.05,9.58,102.17,0.468,4.17
"10574",330,15.28,68.75,9.59,102.17,0.447,4.17
"10575",345,15.1,73.6,10.43,102.15,0.694,4.17
"10576",400,15.15,72.1,10.17,102.14,0.54,4.17
"10577",415,15.16,72.3,10.23,102.14,0.663,4.17
"10578",430,15.53,68.71,9.81,102.14,0.664,4.17
"10579",445,14.63,76.6,10.58,102.13,0.507,4.17
"10580",500,13.66,79.3,10.15,102.12,0.814,4.17
"10581",515,14.55,72.5,9.68,102.14,1.351,4.17
"10582",530,14.98,68.85,9.32,102.14,1.562,4.17
"10583",545,14.64,70.4,9.34,102.16,1.659,4.17
"10584",600,14.32,72.6,9.49,102.17,1.677,4.36
"10585",615,14.39,73,9.63,102.17,1.771,10.85
"10586",630,14.65,72.4,9.76,102.18,1.711,22.88
"10587",645,14.86,72.1,9.89,102.2,1.964,54.86
"10588",700,15.2,71.9,10.18,102.22,1.323,89.7
"10589",715,15.39,71,10.18,102.22,1.422,95.1
"10590",730,15.59,70.6,10.3,102.24,1.795,112.7
"10591",745,15.76,70.5,10.43,102.24,1.761,125.7
"10592",800,16.11,69.74,10.59,102.24,1.515,172.3
"10593",815,16.56,68.91,10.85,102.23,1.427,190.2
"10594",830,17.52,66.05,11.13,102.22,1.767,365.5
"10595",845,19.12,58.13,10.7,102.22,2.163,500.2
"10596",900,19.64,54.97,10.36,102.22,2.638,336.5
"10597",915,20.18,57.04,11.42,102.22,2.575,594.8
"10598",930,21.25,51.38,10.83,102.22,2.53,612.3
"10599",945,21.83,49.81,10.91,102.22,2.9,705
"10600",1000,22.42,47.1,10.61,102.22,2.747,681.7
"10601",1015,22.84,45.05,10.32,102.21,2.755,746
"10602",1030,23.31,42.41,9.84,102.2,2.928,779
"10603",1045,23.71,38.21,8.65,102.19,2.434,741
"10604",1100,24.09,37.98,8.9,102.19,2.379,752
"10605",1115,24.91,34.84,8.35,102.18,1.828,825
"10606",1130,25.07,34.35,8.28,102.17,2.515,874
"10607",1145,25.09,34.17,8.22,102.15,2.684,854
"10608",1200,25.35,34.73,8.69,102.12,1.948,871
"10609",1215,25.48,33.16,8.13,102.09,2.188,909
"10610",1230,25.76,33.39,8.47,102.06,2.06,889
"10611",1245,25.48,33.27,8.17,102.03,2.82,851
"10612",1300,25.7,34.24,8.78,102.01,2.191,912
"10613",1315,26.14,32,8.17,102,3.195,822
"10614",1330,26.06,31.9,8.06,101.99,2.876,948
"10615",1345,26.27,32.24,8.4,101.97,2.995,843
"10616",1400,26.24,30.97,7.79,101.96,3.291,774
"10617",1415,26.05,30.59,7.43,101.94,3.442,503.5
"10618",1430,26.05,32.27,8.21,101.92,3.789,734
"10619",1445,26.38,31.33,8.07,101.89,2.584,557.3
"10620",1500,26.41,30.92,7.91,101.87,3.67,692.5
"10621",1515,26.34,30.99,7.87,101.84,2.819,499
"10622",1530,26.36,30.71,7.76,101.82,3.276,601.3
"10623",1545,26.56,30.9,8.02,101.8,3.231,663.4
"10624",1600,26.03,31.11,7.66,101.79,3.184,394.6
"10625",1615,25.93,31.53,7.77,101.78,4.443,497.5
"10626",1630,25.88,31.29,7.62,101.75,2.954,356.3
"10627",1645,25.21,32.12,7.42,101.72,2.241,265.6
"10628",1700,25.63,31.03,7.28,101.7,2.476,269.6
"10629",1715,24.88,32.15,7.13,101.7,2.598,144.7
"10630",1730,24.61,33.31,7.43,101.7,2.699,117.7
"10631",1745,24.41,34.92,7.95,101.71,2.678,98.1
"10632",1800,24.11,34.07,7.32,101.71,2.913,104.6
"10633",1815,23.98,33.64,7.03,101.7,2.835,109.7
"10634",1830,23.62,35.85,7.63,101.7,2.282,55.21
"10635",1845,23.12,37.75,7.95,101.71,2.541,28.05
"10636",1900,22.54,40.14,8.33,101.72,2.117,16.97
"10637",1915,21.93,42.66,8.69,101.71,1.848,7.39
"10638",1930,21.22,45.3,8.94,101.71,1.45,4.32
